Time,ASL,GForce,TrueHeight,VerticalSpeed
14435.24999966626,2637.8912232727744,0.1617209496721326,3.804485,0.00010472719968923627
14435.269999666256,2637.8912242343067,0.16171884816797266,3.804481,8.486567529297773e-05
14435.30999966625,2637.891225131869,0.16171302957452266,3.804488,9.161656386380557e-05
14435.329999666246,2637.891226148524,0.16171261869146075,3.804485,7.817902047557723e-05
14435.36999966624,2637.891227014974,0.1617133384410397,3.804488,7.927759393044909e-05
14435.389999666237,2637.8912277173076,0.16171908357357848,3.804488,9.122746127276926e-05
14435.42999966623,2637.8912297539937,0.16171812443413433,3.804493,9.616160970749021e-05
14435.449999666227,2637.891230076406,0.16171562293539127,3.804493,8.525571914130836e-05
14435.48999966622,2637.8912323571567,0.1617253087048207,3.804492,0.000112604073111644
14435.509999666217,2637.891234060662,0.16172022497599145,3.804492,9.989184910219606e-05
14435.549999666211,2637.8912366356817,0.161731286206871,3.804496,0.00012767143057956787
14435.569999666208,2637.8912382886338,0.1617250334937299,3.804496,0.00012321187035713166
14435.609999666201,2637.89124026068,0.1617225933353814,3.804491,0.0001056391690283931
14435.629999666198,2637.8912415893865,0.16171260712569924,3.804491,0.00010485228136269953
14435.669999666192,2637.8912435366947,0.1617188344101018,3.804494,9.451202182919616e-05
14435.689999666189,2637.8912443052104,0.16172249874504055,3.804491,8.902481598616063e-05
14435.729999666182,2637.8912461754517,0.1617288819964849,3.804491,9.837751506891479e-05
14435.749999666179,2637.891248181928,0.16173438728194456,3.804486,0.0001289729787532501
14435.789999666173,2637.891250440647,0.16172574216918859,3.804486,0.00010810954565920738
14435.80999966617,2637.8912518979632,0.1617321926921586,3.804485,0.0001150614302067865
14435.849999666163,2637.891254429007,0.16172975136925669,3.804493,0.00011786511069811212
14435.86999966616,2637.8912559536984,0.16172658482208802,3.804493,0.000116479227039612
14435.909999666153,2637.8912588427484,0.1617252457231943,3.804492,0.0001148272261088934
14435.92999966615,2637.891260451317,0.16172921025962808,3.804489,0.00012843290181230316
14435.969999666144,2637.891262735182,0.16171534410305188,3.804492,9.930669273927606e-05
14435.98999966614,2637.891264604201,0.1617283312112498,3.804492,0.00011285027676066761
14436.029999666134,2637.8912675791653,0.16172513403051333,3.804491,0.00011934955639603118
14436.049999666131,2637.8912686724507,0.16172397012044146,3.804491,0.000100499358850481
14436.089999666125,2637.8912712107995,0.1617254806501487,3.804495,0.00010488115348827876
14436.109999666121,2637.8912725054543,0.1617271819153214,3.804492,0.00011728454007320366
14436.149999666115,2637.8912752211327,0.16171972141656238,3.804499,0.0001222387888510923
14436.169999666112,2637.8912771361647,0.16172559379888898,3.804499,0.00011537996199306733
14436.209999666105,2637.891280351905,0.16172032346185883,3.804502,0.0001106871997906822
